id,question,options,explanation,image_paths,img_type,answer,topic_difficulty,question_type,subfield
test_Economics_35,Suppose that we observe a fall in expected rate of return. Which graph most accurately shows how this would affect the aggregate demand - aggregate supply model? Note that the new curve is shown in gray.,"['<image 1>', '<image 2>', '<image 3>', '<image 4>']",?,MMMU_Economics_images/test\test_Economics_35_image_1.png;MMMU_Economics_images/test\test_Economics_35_image_2.png;MMMU_Economics_images/test\test_Economics_35_image_3.png;MMMU_Economics_images/test\test_Economics_35_image_4.png,['Diagrams'],?,Medium,multiple-choice,Macroeconomics
test_Economics_36,"The figure below represents the optimal investment decision in general training when there are labor market imperfection due to monopsonistic power of the employer.One central assumption here is that this leads to ""wage compression"" in this labor market. How is this represented in this figure? <image 1> ","[""The employer pays a wage, w, which is below the employee's productivity, v,for any level of training $\\tau $ ."", 'The difference between wage and productivity, $\\Delta $($\\tau $ ), increases with level of training.', 'The cost of training, c($\\tau $ ), increases with level and training but less than the wage, w($\\tau $ ).', 'All of the above are indicative of wage compression.']",?,MMMU_Economics_images/test\test_Economics_36_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Labor Economics
test_Economics_37,"The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800 (AD1 and SRAS1). Now suppose that the federal government decreases spending. <image 1> As a result of this event, what is the new short-run GDP?","['400', '100', '200', '300']",?,MMMU_Economics_images/test\test_Economics_37_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_38,"Below are the estimation results of a linear regression model testscri = $\beta $0 + $\beta $1Di + ui, where Di = 1 if stri < 20 and Di = 0 otherwise. What is the 95% confidence interval for the true difference in the population means of testscr between the two groups?  <image 1>","['[3.80,10.95]', '[3.85,10.90]', '[3.80,10.90]']",?,MMMU_Economics_images/test\test_Economics_38_image_1.png,['Tables'],?,Medium,multiple-choice,Econometrics
test_Economics_39,A mortgage loan is a loan that a person makes to purchase a house. Table 6.11 provides a list of the mortgage interest rate for several different years and the rate of inflation for each of those years. In which years would it have been better to be a bank lending money? <image 1>,"['1984', '1990', '2001']",?,MMMU_Economics_images/test\test_Economics_39_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_40,This graph shows AD (C + I + G) before taxes (without trade). How must be changed the graph if we take into account taxes? <image 1>,"['The line representing AD would be more gentler while intercept term not changing. ', 'The line representing AD would be more steeper while intercept term not changing. ', 'The line representing AD would move upwards. ']",?,MMMU_Economics_images/test\test_Economics_40_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_41,The figure below depicts the daily market for legal assistants. <image 1> The shift in the demand for labor from Labor Demand0 to Labor Demand1 lowers the daily wage ________ per worker.,"['$0', '$5', '$10', '$20']",?,MMMU_Economics_images/test\test_Economics_41_image_1.png,"['Plots and Charts', 'Diagrams']",?,Medium,multiple-choice,Labor Economics
test_Economics_42,How can the long-run equilibrium be achieved if wages and other production costs are rigid? <image 1>,"['The government should use its fiscal policy.', 'The government should use its monetary policy.', 'The government should use its administrative policy.']",?,MMMU_Economics_images/test\test_Economics_42_image_1.png,['Diagrams'],?,Easy,multiple-choice,Macroeconomics
test_Economics_43,The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800. Now suppose that the Aggregate Demand (AD) curve shifts right from AD1 (blue) to AD2 (green). <image 1> What is the new price level in the short-run as a result of this shift?,"['900', '500', '400', '700']",?,MMMU_Economics_images/test\test_Economics_43_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_44,Examine the following diagram. <image 1>,"['It shows how fiscal policy can work to cure inflation.', 'It shows how fiscal policy can work to close a recessionary gap.', 'It portrays the Phillips tradeoff.', 'It is incorrect because AD should slope upward and AS should slope down.', 'It portrays stagflation.']",?,MMMU_Economics_images/test\test_Economics_44_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_45,"The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800 (AD1 and SRAS1). Now suppose that the federal government decreases spending. <image 1> As a result of this event, what is the new long-run price level?","['900', '800', '500', '600']",?,MMMU_Economics_images/test\test_Economics_45_image_1.png,['Diagrams'],?,Easy,multiple-choice,Macroeconomics
test_Economics_46,"Consider the following demand schedule for shoes.  <image 1> Suppose that the store increases the price of shoes from $25 to $30.  Based on this information, the demand curve would be classified as","['inelastic', 'elastic', 'unit elastic']",?,MMMU_Economics_images/test\test_Economics_46_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_47,Suppose that a typical market based in Japan consists of 200 Apples and 290 Textbooks. The table below shows data on prices for Apples and Textbooks in Japan for three years. <image 1> Assume that the base year is 2015. What is CPI in 2014?,"['135', '210', '143', '173']",?,MMMU_Economics_images/test\test_Economics_47_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_48,Is there specialization and trade (no tariff and no cost of transport)? <image 1>,"['Country 1 specializes in producing A, country B in producing B. Country 1 exports B to country 2 from where it imports A.', 'Country 1 specializes in producing A, country B in producing B. Country 1 exports A to country 2 from where it imports B.', 'Country 1 specializes in producing B, country B in producing A. Country 1 exports B to country 2 from where it imports A.']",?,MMMU_Economics_images/test\test_Economics_48_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_49,This graph shows the AD-AS diagram for Mexico: <image 1> What type of fiscal policy should the government of Mexico be implementing to bring the economy to the long-run equilibrium?,"['The government should implement contractionary fiscal policy.', 'There is no need for either contractionary or expansionary fiscal policy.', 'The government should implement expansionary fiscal policy.']",?,MMMU_Economics_images/test\test_Economics_49_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_50,"There are three industrial firms in Happy Valley. <image 1> The government wants to reduce pollution to 120 units, so it gives each firm 40 tradable pollution permits. What is the total cost of pollution reduction in this situation? How much higher would the costs of pollution reduction be if the permits could not be traded?","['1100,600', '1200,600', '1100,500', '1200,500']",?,MMMU_Economics_images/test\test_Economics_50_image_1.png,['Tables'],?,Hard,multiple-choice,Principals of Economics
test_Economics_51,Suppose that Tito's wage-schooling locus is given by: <image 1> Which is the following represents Tito's optimal choice:,"['With a discount rate of 5% leave school after 9 years', 'With a discount rate of 8% leave school after 8 years', 'With a discount rate of 8% leave school after 10 years', 'With a discount rate of 5% leave school after 10 years']",?,MMMU_Economics_images/test\test_Economics_51_image_1.png,['Tables'],?,Hard,multiple-choice,Labor Economics
test_Economics_52,"The market for pizza has the following demand and supply schedules:<image 1> If the actual price in this market were below the equilibrium price, what would drive the market toward the equilibrium?","['excess supply', 'excess demand', 'both', 'neither']",?,MMMU_Economics_images/test\test_Economics_52_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_53,"Given the data provided in <image 1> for a small town, can you determine the measure of the labor force?","['2,000', '950', '900', '1,000', '1,950']",?,MMMU_Economics_images/test\test_Economics_53_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_54,"<image 1> Referring to Table 3-1, if wages are $50.00 per day and pots sell for $20.00 each, how many potters will the firm hire?","['2', '3', '4', '5']",?,MMMU_Economics_images/test\test_Economics_54_image_1.png,['Tables'],?,Medium,multiple-choice,Labor Economics
test_Economics_55,<image 1> A' and B' are the actual observed combinations of output gap and government budget surplus for the two different fiscal policies FP and FP'. The change in fiscal policy...,"['...was expansionary as can be seen from the increase in the cyclically adjusted government budget deficit.', '... was contractionary as can be seen from the increase in the government budget surplus.', '... increases the actual budget deficit by an amount equal to the distance AB.', '..matters only for the composition of GDP between private and public uses and not for the level of GDP.']",?,MMMU_Economics_images/test\test_Economics_55_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_56,What happens to inflation and to unemployment (comparison B with A)? <image 1>,"['There is inflation and unemployment is lower. ', 'There is deflation and unemployment is lower. ', 'There is inflation and unemployment is higher. ']",?,MMMU_Economics_images/test\test_Economics_56_image_1.png,['Diagrams'],?,Medium,multiple-choice,Macroeconomics
test_Economics_57,"Suppose that the price of basketball tickets at your college is determined by market forces. Currently, the demand and supply schedules are as follows: <image 1> What are the equilibrium price of tickets?","['6', '7', '8', '9']",?,MMMU_Economics_images/test\test_Economics_57_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_58,How must be changed this graph if we take into account foreign trade? <image 1>,"['The line representing AD would be more steeper while intercept term not changing. ', 'The line representing AD would be more gentler while intercept term not changing. ', 'The line representing AD would be more gentler while shifting upwards. ']",?,MMMU_Economics_images/test\test_Economics_58_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_59,Is it advisable to increase the tax rate from 30 % to 45 %? <image 1>,"['Yes.', 'No.', 'Not certain.']",?,MMMU_Economics_images/test\test_Economics_59_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_60,Below are the estimation results of the linear regression model testscri = $\beta $0 + $\beta $1stri + ui. We want to test the null hypothesis H0 : $\beta $1 = -2 at the significance level 5%. Calculate the 95% confidence interval for $\beta $1. <image 1>,"['[-3.30.-1.26]', '[-3.38.-1.25]', '[-3.38.-1.26]', '[-3.30.-1.25]']",?,MMMU_Economics_images/test\test_Economics_60_image_1.png,['Tables'],?,Medium,multiple-choice,Econometrics
test_Economics_61,You have data on an individual's consumption of three goods in three price regimes: <image 1> Should we expect to be able to fit a stable demand system consistent with utility maximising behaviour to this data?,"['Yes.', 'No.', 'Not certain.']",?,MMMU_Economics_images/test\test_Economics_61_image_1.png,['Tables'],?,Hard,multiple-choice,Microeconomics
test_Economics_62,"<image 1> At point A, inflation is equal to the underlying rate of inflation and output is at the level of output consistent with the equilibrium unemployment rate. If the economy were at point B, you would expect...","['...the underlying rate of inflation to accelerate because the actual inflation rate exceeds the underlying rate of inflation.', '...prices will decline because there is an excess supply of goods (neoclassical assumption).', '...output to decline because there is an excess supply of goods (Keynesian assumption).', '...consumer spending to decline because goods are more expensive.']",?,MMMU_Economics_images/test\test_Economics_62_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_63,"<image 1> Table 20.15 shows how the average costs of production for semiconductors (the ""chips"" in computer memories) change as the quantity of semiconductors built at that factory increases. If the equilibrium quantity of semiconductors demanded is 30,000, can this economy take full advantage of economies of scale?","['Yes.', 'No.', 'Not certain.']",?,MMMU_Economics_images/test\test_Economics_63_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_64,Calculate GDP: <image 1>,"['545', '550', '535']",?,MMMU_Economics_images/test\test_Economics_64_image_1.png,['Screenshots'],?,Easy,multiple-choice,Macroeconomics
test_Economics_65,"<image 1>shows that for any given demand curve for the right to pollute, the government can achieve the same outcome either by setting a price with a corrective tax or by setting a quantity with pollution permits. Suppose there is a sharp improvement in the technology for controlling pollution. What is the effect on the price and quantity of pollution under tax regulatory system? ","['Price remains unchanged and the level of pollution would fall.', 'Price remains unchanged and the level of pollution would rise.', 'Price would fall and the level of pollution would remains unchanged', 'Price would rise and the level of pollution would fall.']",?,MMMU_Economics_images/test\test_Economics_65_image_1.png,['Diagrams'],?,Hard,multiple-choice,Principals of Economics
test_Economics_66,"Ernie owns a water pump. Because pumping large amounts of water is harder than pumping small amounts, the cost of producing a bottle of water rises as he pumps more. Here is the cost he incurs to produce each bottle of water:<image 1>If the price of a bottle of water is $6, how many bottles does Ernie produce and sell?","['2', '3', '4', '5']",?,MMMU_Economics_images/test\test_Economics_66_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_67,The government plans to increase spending (G). What is the impact on the price level and on output?  <image 1>,"['Both the price level and GDP rise.', 'The price level falls and GDP rises.', 'The price level rises and GDP falls.']",?,MMMU_Economics_images/test\test_Economics_67_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_68,"The ""prime"" interest rate is the rate that banks charge their best customers. Based on the nominal interest rates and inflation rates in Table 6.10, in which of the years given would it have been best to be a borrower? <image 1>","['1970', '1974', '1978', '1981']",?,MMMU_Economics_images/test\test_Economics_68_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_69,"The following table describes the production possibilities of two cities in the country of Baseballia: <image 1> Without trade, which city has a comparative advantage in the production of white socks?","['Chicago', 'Boston', 'None of above']",?,MMMU_Economics_images/test\test_Economics_69_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_70,A recent study found that the demand and supply schedules for Frisbees are as follows:<image 1> Irate college students march on Washington and demand a reduction in the price of Frisbees. An even more concerned Congress votes to repeal the price floor and impose a price ceiling $1 below the former price floor. What is the new market price? How many Frisbees are sold?,"['7,3 million', '8,3 million', '7,8 million', '8,8 million']",?,MMMU_Economics_images/test\test_Economics_70_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Principals of Economics
test_Economics_71,The table below describes production possibilities for Mexico and Nigeria. Each number in the table shows the number of workers needed to produce one unit of the product. <image 1> Suppose that both countries have 90 workers. What is the opportunity cost of producing Shoes in Mexico?,"['1.20 Glasses', '1.00 Glasses', '0.83 Glasses', '0.75 Glasses']",?,MMMU_Economics_images/test\test_Economics_71_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_72,"It is a hot day, and Bert is thirsty. Here is the value he places on a bottle of water:<image 1> If the price of a bottle of water is $4, How much consumer surplus does Bert get from his purchases? ","['2', '3', '4', '5']",?,MMMU_Economics_images/test\test_Economics_72_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_73,<image 1> Calculate total cost (for Q5 and Q6).,"['The total cost for Q5 is 84, the total cost for Q6 is 60.', 'The total cost for Q5 is 60, the total cost for Q6 is 84.', 'The total cost for Q5 is 60, the total cost for Q6 is 60.']",?,MMMU_Economics_images/test\test_Economics_73_image_1.png,['Tables'],?,Easy,multiple-choice,Microeconomics
test_Economics_74,The graph below shows the AD-AS diagram for Canada. <image 1> What type of fiscal policy should the government of Canada be implementing to bring the economy to the long-run equilibrium (select one)?,"['There is no need for either contractionary or expansionary fiscal policy.', 'The government should implement expansionary fiscal policy.', 'The government should implement contractionary fiscal policy.']",?,MMMU_Economics_images/test\test_Economics_74_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_75,A recent study found that the demand and supply schedules for Frisbees are as follows:<image 1> Frisbee manufacturers persuade the government that Frisbee production improves scientists' understanding of aerodynamics and thus is important for national security. A concerned Congress votes to impose a price floor $2 above the equilibrium price. What is the new market price? How many Frisbees are sold?,"['10,2 million', '9,12 million', '10,12 million', '9,2 million']",?,MMMU_Economics_images/test\test_Economics_75_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_76,The graph below shows the AD-AS diagram for Spain. Suppose that the economy experiences a positive aggregate supply shock denoted by the move from SRAS1 to SRAS2. Note that the new curve is shown in gray. <image 1> What happened to the price levels in Spain (select one)?,"['Price levels remained the same.', 'Price levels decreased.', 'Price levels increased.']",?,MMMU_Economics_images/test\test_Economics_76_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Macroeconomics
test_Economics_77,<image 1> What is Curve 2?,"['short-run Phillips curve.', 'long-run aggregate supply curve.', 'short-run aggregate supply curve.', 'long-run Phillips curve.']",?,MMMU_Economics_images/test\test_Economics_77_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_78,"Table 3.8 shows information on the demand and supply for bicycles, where the quantities of bicycles are measured in thousands. <image 1> If the price was $120, would a shortage or surplus exist? If so, how large would the shortage or surplus be?","['there is a shortage in supply with a quantity of 14,000 units', 'there is a surplus in supply with a quantity of 14,000 units', 'there is a shortage in supply with a quantity of 12,000 units', 'there is a surplus in supply with a quantity of 12,000 units']",?,MMMU_Economics_images/test\test_Economics_78_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_79,"A country with the currency P has a fixed exchange rate against the $ ($ 0.5 = P 1).Due to unfavourable economic conditions, P is devalued as follows: <image 1> How can the parity be reestablished?","['Parity of 0.5 can be reestablished either by demanding P (and supplying $) or by higher interest rates. Demand rises in both cases. ', 'Parity of 0.5 can be reestablished either by demanding P (and supplying $) or by higher interest rates. Demand falls in both cases. ', 'Parity of 0.5 can be reestablished either by demanding P (and supplying $) or by higher interest rates. Demand remains unchanged in both cases. ']",?,MMMU_Economics_images/test\test_Economics_79_image_1.png,['Diagrams'],?,Medium,multiple-choice,Macroeconomics
test_Economics_80,"<image 1> Table 20.15 shows how the average costs of production for semiconductors (the ""chips"" in computer memories) change as the quantity of semiconductors built at that factory increases. If quantity demanded is 70,000 semiconductors, can this economy take full advantage of economies of scale?","['Yes.', 'No.', 'Not certain.']",?,MMMU_Economics_images/test\test_Economics_80_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_81,Table 11.4 describes Santher's economy. <image 1> Imagine that input prices fall and so AS shifts to the right by 150 units. Identify the new equilibrium.,"['the new equilibrium point is at the price level of $60 where AD and the new AS is 800 units', 'the new equilibrium point is at the price level of $70 where AD and the new AS is 900 units', 'the new equilibrium point is at the price level of $80 where AD and the new AS is 900 units', 'the new equilibrium point is at the price level of $80 where AD and the new AS is 1000 units']",?,MMMU_Economics_images/test\test_Economics_81_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_82,Consider the following information for Slovenia. <image 1> Suppose that MPC is equal to 0.8.  What is the spending multiplier?,"['4', '5', '4.5', '5.5']",?,MMMU_Economics_images/test\test_Economics_82_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_83,"<image 1> Table 9.4 shows the fruit prices that the typical college student purchased from 2001 to 2004. Construct the price index for a ""fruit basket"" in each year using 2003 as the base year.","['2001:70.71; 2002:90.90; 2003:100.00; 2004:107.3', '2001:69.71; 2002:89.90; 2003:100.00; 2004:106.3', '2001:70.71; 2002:89.90; 2003:100.00; 2004:106.3', '2001:69.71; 2002:90.90; 2003:100.00; 2004:107.3']",?,MMMU_Economics_images/test\test_Economics_83_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_84,<image 1> shows that government revenue as a percentage of total income has increased over time. Is this increase primarily attributable to changes in federal government revenue or in state and local government revenue?,"['federal government', 'state and local government', 'none of above']",?,MMMU_Economics_images/test\test_Economics_84_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Principals of Economics
test_Economics_85,Consider the following labor statistics for adult population (age 16 and older) in Japan displayed in the table below (all numbers in millions). <image 1> Using the data above calculate unemployment rate for Japan.,"['5.30', '6.47', '3.28', '7.12']",?,MMMU_Economics_images/test\test_Economics_85_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_86,"To find out if there is any relationship between teacher's pay and per pupil expenditure in public schools, Table 1 shows the LS regression results of a regression relating the average annual teacher salary in thousands of dollars (Salary) as a function of the spending on public schools per pupil in thousands of dollars (Expenditure) for the 51 states of the US in 1985. <image 1> Looking for evidence about differences between three geographical regions in the US: Northeast and North Central (21 states), South (17 states) and West (13 states), we defined three dummy variables: D1, which is equal to 1 if the state is in the West, and equal to 0 otherwise; D2 which is equal to 1 if the state is in the Northeast and North Central region, and equal to 0 otherwise; and D3 which is equal to 1 if the state is in the South, and equal to 0 otherwise. Adding these variables to the previous model yields the results shown in Table 2. <image 2> According to Tables 1 and 2:","['Table 2 shows that, when Expenditure is zero, the estimate Salary of the teachers in the South and the Northeast and North Central regions is negative, so there might be a mistake in the model.', 'The reward for extra Expenditure on public Schools are much higher for the teachers in the West region.', 'Assuming that the per pupil expenditure in the public schools is the same, the estimated Salary of the teachers in a state in the Northeast and North Central region is lower than that of the West region by $1673.51']",?,MMMU_Economics_images/test\test_Economics_86_image_1.png;MMMU_Economics_images/test\test_Economics_86_image_2.png,['Tables'],?,Hard,multiple-choice,Econometrics
test_Economics_87,"The figure below describes the pre and post migrant influx situations on a country's labor market. As a result of the immigration, the wage drops by 20% to W' = 20Euros. Employment increases 25% from a base of L = 200 but 20 natives do not want to provide work at the new wage. How much is the increase in the employer surplus ($\Delta $ES) and how much is the migration surplus (MS) in this economy? <image 1>","['$\\Delta $ES = 1,125 and MS = 250', '$\\Delta $ES = 1,250 and MS = 250', '$\\Delta $ES = 1,125 and MS = 125', '$\\Delta $ES = 1,000 and MS = 125']",?,MMMU_Economics_images/test\test_Economics_87_image_1.png,['Diagrams'],?,Hard,multiple-choice,Labor Economics
test_Economics_88,Suppose that a typical market based in Japan consists of 200 Apples and 290 Textbooks. The table below shows data on prices for Apples and Textbooks in Japan for three years. <image 1> Assume that the base year is 2015. What is the inflation rate between 2015 and 2016?,"['45.0', '43.8', '41.7', '42.6']",?,MMMU_Economics_images/test\test_Economics_88_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_89,"The many identical residents of Whoville love drinking Zlurp. Each resident has the following willingness to pay for the tasty refreshment:<image 1>The cost of producing Zlurp is $1.50, and the competitive suppliers sell it at this price. (The supply curve is horizontal.) Producing Zlurp creates pollution. Each bottle has an external cost of $1. Taking this additional cost into account, what is total surplus per person?","['2', '3', '4', '5']",?,MMMU_Economics_images/test\test_Economics_89_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_90,"Consider the following information in the table below. <image 1> Given this data, what is Marginal Propensity to Import (MPI)? ","['0.2', '0.3', '0.4', '0.5']",?,MMMU_Economics_images/test\test_Economics_90_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_91,"<image 1> If aggregate demand shifts left, what is equilibrium output?","['the equilibrium output stays at 3000 units', 'the equilibrium output increases to 4000 units', 'the equilibrium output decreases to 2000 units', 'not certain']",?,MMMU_Economics_images/test\test_Economics_91_image_1.png,['Tables'],?,Medium,multiple-choice,Macroeconomics
test_Economics_92,"<image 1>shows that for any given demand curve for the right to pollute, the government can achieve the same outcome either by setting a price with a corrective tax or by setting a quantity with pollution permits. Suppose there is a sharp improvement in the technology for controlling pollution. What is the effect of this development on the demand for pollution rights?","['The shift in technology would shift the demand for pollution permits/ level to the left', 'The shift in technology would shift the demand for pollution permits/ level to the right', 'The shift in technology has no effect on the demand for pollution permits/ level', 'The shift in technology has an uncertain effect on the demand for pollution permits/ level']",?,MMMU_Economics_images/test\test_Economics_92_image_1.png,['Diagrams'],?,Hard,multiple-choice,Principals of Economics
test_Economics_93,<image 1> Crusoe begins with an endowment A. Point R is the consumption combination he would choose at real interest rate r and point R' is the consumption combination he would choose at real interest rate r'. Which of the following statements is true?,"['Crusoe is a lender today.', ""Crusoe's wealth has decreased because of the change in the real interest rate."", 'The marginal rate of intertemporal substitution at R is equal to r.', ""The change in interest rate does not decrease Crusoe's utility since he is free to keep his original endowment A if he so chooses.""]",?,MMMU_Economics_images/test\test_Economics_93_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_94,"Consider the following balance sheet for TD. <image 1> Suppose that TD lends out all the money allowed. Given this data, what is the required reserve ratio (in percentage terms)?","['15%', '16%', '17%', '18%']",?,MMMU_Economics_images/test\test_Economics_94_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_95,"It is a hot day, and Bert is thirsty. Here is the value he places on a bottle of water:<image 1> If the price of a bottle of water is $4, how many bottles does Bert buy?","['1', '2', '3', '4']",?,MMMU_Economics_images/test\test_Economics_95_image_1.png,['Screenshots'],?,Easy,multiple-choice,Principals of Economics
test_Economics_96,"Suppose that business travelers and vacationers have the following demand for airline tickets from New York to Boston:  <image 1> As the price of tickets rises from $200 to $250, what is the price elasticity of demand for business travelers? ","['0.21', '0.22', '0.23', '0.24']",?,MMMU_Economics_images/test\test_Economics_96_image_1.png,['Tables'],?,Hard,multiple-choice,Principals of Economics
test_Economics_97,A typical firm has constant MC of 5. Which P and which Q will be observed in this market? <image 1>,"['P = 5, Q = 4', 'P = 4, Q = 5', 'P = 3, Q = 4']",?,MMMU_Economics_images/test\test_Economics_97_image_1.png,['Tables'],?,Easy,multiple-choice,Microeconomics
test_Economics_98,<image 1> Table 9.4 shows the fruit prices that the typical college student purchased from 2001 to 2004. Compute the inflation rate for fruit prices from 2002 to 2004.,"['2002:28.96%; 2003:11.23%; 2004:6.3%', '2002:35.96%; 2003:11.23%; 2004:6.3%', '2002:28.96%; 2003:15.23%; 2004:6.3%', '2002:35.96%; 2003:15.23%; 2004:6.3%']",?,MMMU_Economics_images/test\test_Economics_98_image_1.png,['Tables'],?,Hard,multiple-choice,Macroeconomics
test_Economics_99,A recent study found that the demand and supply schedules for Frisbees are as follows:<image 1> Irate college students march on Washington and demand a reduction in the price of Frisbees. An even more concerned Congress votes to repeal the price floor and impose a price ceiling $1 below the former price floor. What is the new market price? ,"['6', '7', '8', '9']",?,MMMU_Economics_images/test\test_Economics_99_image_1.png,['Tables'],?,Medium,multiple-choice,Principals of Economics
test_Economics_100,<image 1> This question refers to the above graph. Firms A and B use capital (K) and labour (E) in their production and the above graphs represent their respective isoquants. Which of the following is true? ,"['For both firms, capital and labour are perfect substitutes.', 'For firm A, capital and labour are perfect complements, while for firm B they are perfect substitutes.', 'For each firm, capital and labour are neither perfect substitutes nor perfect complements.', 'For firm A, capital and labour are perfect substitutes, while for firm B they are perfect complements.']",?,MMMU_Economics_images/test\test_Economics_100_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Labor Economics
test_Economics_101,"Four roommates are planning to spend the weekend in their dorm room watching old movies, and they are debating how many to watch. Here is their willingness to pay for each film:  <image 1> If it costs $8 to rent a movie, and the roommates would rent a certain number to maximize total surplus. What will the surplus for Gus?","['1', '0', '-1', '2']",?,MMMU_Economics_images/test\test_Economics_101_image_1.png,['Tables'],?,Easy,multiple-choice,Principals of Economics
test_Economics_102,"Table 3.8 shows information on the demand and supply for bicycles, where the quantities of bicycles are measured in thousands. <image 1> At what price is the quantity supplied equal to 48,000?","['$150', '$160', '$170', '$180']",?,MMMU_Economics_images/test\test_Economics_102_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_103,The graph below shows the AD-AS diagram for Brazil. Suppose that the economy is initially in long-run equilibrium with the price level of 800. Now suppose that the Aggregate Demand (AD) curve shifts right from AD1 (blue) to AD2 (green). <image 1> What is the new GDP in the short-run as a result of this shift?,"['900', '500', '400', '700']",?,MMMU_Economics_images/test\test_Economics_103_image_1.png,['Plots and Charts'],?,Hard,multiple-choice,Macroeconomics
test_Economics_104,Consider the following labor statistics for adult population (age 16 and older) in Japan displayed in the table below (all numbers in millions). <image 1> Using the data above calculate Labor Force for Japan.,"['176', '55', '124', '139']",?,MMMU_Economics_images/test\test_Economics_104_image_1.png,['Tables'],?,Easy,multiple-choice,Macroeconomics
test_Economics_105,The graph below shows the supply and demand curves in the market for credit card borrowing. <image 1> What is the equilibrium interest rate?,"['7%', '8%', '9%', '10%']",?,MMMU_Economics_images/test\test_Economics_105_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
test_Economics_106,"<image 1> Consider a small economy under flexible exchanges which is initially in a long-run equilibrium at point A. (1)_________ shifts the TR schedule down to TR'. In the short run, the IS schedule shifts to IS' because (2)___________.","['(1) A decrease in the inflation rate; (2) of lower interest rates', '(1) A decrease in the target inflation rate; (2) the real exchange rate appreciates', '(1) An increase in the target inflation rate; (2) the real exchange rate depreciates', '(1) an increase in the inflation rate; (2) of lower interest rates']",?,MMMU_Economics_images/test\test_Economics_106_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Macroeconomics
