id,question,options,explanation,image_paths,img_type,answer,topic_difficulty,question_type,subfield
test_Accounting_68,"Flanders Manufacturing is considering purchasing a new machine that will reduce variable costs per part produced by $0.15. The machine will increase fixed costs by $18,250 per year. The information they will use to consider these changes is shown here. <image 1> What is the operating income?","['$44,550', '$118,800', '$74,250', '$345,600']",?,MMMU_Accounting_images/test\test_Accounting_68_image_1.png,['Plots and Charts'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_69,"Each of the following situations relates to a different company. <image 1> For company A, find the missing amounts.","['$520,380', '$501,570', '$532,200', '$607,410']",?,MMMU_Accounting_images/test\test_Accounting_69_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_70,"Peninsular Research is initiating coverage of a mature manufacturing industry. John Jones,CFA, head of the research department, gathered the following fundamental industry and market data to help in his analysis: .<image 1> Compute the price-to-earnings ratio for the industry based on this fundamental data.","['27.4', '30.0', '32.3']",?,MMMU_Accounting_images/test\test_Accounting_70_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_71,"Consider the following information:<image 1>What is the variance of a portfolio invested 20 percent each in A and B, and 60 percent in C?","['0.01559', '0.01377', '0.02420']",?,MMMU_Accounting_images/test\test_Accounting_71_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_72,"<image 1> Tom West is a land surveyor who operates a small surveying company, performing surveys for both residential and commercial clients. He has a staff of surveyors and engineers who are employed by the firm. For the year ending December 31, 2017, he reported these income and expenses. What is total revenue?","['$820,000', '$830,000', '$840,000', '$850,000']",?,MMMU_Accounting_images/test\test_Accounting_72_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_73,"Wilkinson Co. has identified an investment project with the following cash flows. If the discount rate is 10 percent, what is the present value of these cash flows? What is the present value at 18 percent? At 24 percent?<image 1>","['$3,405.76,$2,280.44, $2,940.87', '$3,042.07,$2,739.43, $2,574.03', '$3,125.96,$2,592.69, $2,280.44']",?,MMMU_Accounting_images/test\test_Accounting_73_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_74,"Consider the following information: <image 1> Your portfolio is invested 30 percent each in A and C, and 40 percent in B. What is the expected return of the portfolio?","['11.17%', '11.20%', '20.75%']",?,MMMU_Accounting_images/test\test_Accounting_74_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_75,"An analyst has recently informed you that at the issuance of a company's convertible bonds, one of the two following sets of relationships existed:<image 1> Assume the bonds are available for immediate conversion. Which of the two scenarios do you believe is more likely?","['A', 'B', 'None']",?,MMMU_Accounting_images/test\test_Accounting_75_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_76,"During the year, a company purchased raw materials of $77,321, and incurred direct labor costs of $125,900. Overhead is applied at the rate of 75% of the direct labor cost. These are the inventory balances: <image 1> Compute the cost of goods manufactured.","['$305,667', '$315,667', '$325,667', '$335,667']",?,MMMU_Accounting_images/test\test_Accounting_76_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_77,"Beaucheau Farms sells three products (E, F, and G) with a sale mix ratio of 3:1:2. Unit sales price are shown. What is the sales price per composite unit? <image 1>","['$28.00', '$20.00', '$59.00', '$41.00']",?,MMMU_Accounting_images/test\test_Accounting_77_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_78,Each situation below relates to an independent company's owners' equity. <image 1> What is the missing value of company 2?,"['$6,100', '$6,200', '$7,200', '$6,300']",?,MMMU_Accounting_images/test\test_Accounting_78_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_79,"Use the option quote information shown here to answer the questions that follow. The stock is currently selling for $114. <image 1> Suppose you buy 10 contracts of the February 110 call option. How much will you pay, ignoring commissions?","[' $7,600', '$30,000', '$4,700']",?,MMMU_Accounting_images/test\test_Accounting_79_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_80,"<image 1> Winterfell Products manufactures electrical switches for the aerospace industry. For the year ending 2019, they reported these revenues and expenses. What is the company's net profit for December 31, 2019?","['$195,000', '$196,000', '$197,000', '$198,000']",?,MMMU_Accounting_images/test\test_Accounting_80_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_81,"Janet Meer is a fixed-income portfolio manager. Noting that the current shape of the yield curve is flat, she considers the purchase of a newly issued, 7% coupon, 10-year maturity, option-free corporate bond priced at par. The bond has the following features: <image 1> Meer is also considering the purchase of a newly issued, 7.25% coupon, 12-year maturity option-free corporate bond. She wants to evaluate this second bond's price sensitivity to an instantaneous, downward parallel shift in the yield curve of 200 basis points. Based on the following data, what will be its price change in this yield-curve scenario? <image 2>","['15.80%', '16.77%', '17.46%']",?,MMMU_Accounting_images/test\test_Accounting_81_image_1.png;MMMU_Accounting_images/test\test_Accounting_81_image_2.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_82,"Assume that of your $10,000 portfolio, you invest $9,000 in Stock X and $1,000 in Stock Y. What is the expected return on your portfolio?<image 1>","['$1,900', '$1,978', '$1,823']",?,MMMU_Accounting_images/test\test_Accounting_82_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_83,"Let us focus on the raw materials, what is the materials available for use? <image 1>","['$1,775', '$1,875', '$1,975', '$2,075']",?,MMMU_Accounting_images/test\test_Accounting_83_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_84,Consider the rate of stocks ABC and XYZ. <image 1> Calculate the geometric average returns of each stock. ,"['(1) 9.37% (2)9.18%', '(1) 9.49% (2)9.10%', '(1) 9.77% (2)9.11%']",?,MMMU_Accounting_images/test\test_Accounting_84_image_1.png,['Tables'],?,Hard,multiple-choice,Investment
test_Accounting_85,"For each of the following, compute the present value:<image 1>","['PV = $8,047.44; $7,127.18; $123,048.11; $7,988.07', 'PV = $8,037.44; $7,227.18; $124,048.11; $6,988.07', 'PV = $8,947.44; $7,147.18; $123,068.11; $7,948.07', 'PV = $8,027.44; $7,124.18; $124,042.11; $7,488.05']",?,MMMU_Accounting_images/test\test_Accounting_85_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_86,"Karen Kay, a portfolio manager at Collins Asset Management, is using the capital asset pricing model for making recommendations to her clients. Her research department has developed the information shown in the following exhibit. <image 1> Identify and justify which stock would be more appropriate for an investor who wants to add this stock to a well-diversified equity portfolio.","['X', 'Y']",?,MMMU_Accounting_images/test\test_Accounting_86_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_87,"The following table shows risk and return measures for two portfolios. <image 1> When plotting portfolio R on the preceding table relative to the SML, portfolio R lies:______","['On the SML', 'Below the SML', 'Above the SML', 'Insufficient data given']",?,MMMU_Accounting_images/test\test_Accounting_87_image_1.png,['Tables'],?,Hard,multiple-choice,Investment
test_Accounting_88,"<image 1> Baxter Company has a relevant range of production between 15,000 and 30,000 units. The following cost data represents average variable costs per unit for 25,000 units of production. If 21,000 units are produced, what are the total variable costs?","['$505,000', '$504,000', '$506,000', '$503,000']",?,MMMU_Accounting_images/test\test_Accounting_88_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_89,"Consider the following table, which gives a security analyst's expected return on two stocks for two particular market returns: <image 1> What are the betas of the two stocks?","['(1)1.98; (2)0.44', '(1)2.00; (2)0.30', '(1)2.13; (2)0.51']",?,MMMU_Accounting_images/test\test_Accounting_89_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_90,"<image 1> Just Beachy is a retail business located on the coast of Florida where it sells a variety of beach apparel, T-shirts, and beach-related souvenir items. They purchase all of their inventory from wholesalers and distributors. For the year ending December 31, 2017, they reported these revenues and expenses. What is the total expense?","['$520,000', '$530,000', '$540,000', '$550,000']",?,MMMU_Accounting_images/test\test_Accounting_90_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_91,The information in the following exhibit comes from the notes to the financial statements of QuickBrush Company and SmileWhite Corporation:<image 1> Determine which company has the higher quality of earnings by discussing each of the three notes.,"['QuickBrush', 'SmileWhite']",?,MMMU_Accounting_images/test\test_Accounting_91_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_92,"This cost data from Hickory Furniture is for the year 2017. <image 1> Using the high-low method, express the company's utility costs as an equation where X represents number of tables produced.","['Utility cost=0.26*X', 'Utility cost=0.27*X', 'Utility cost=0.28*X', 'Utility cost=0.29*X']",?,MMMU_Accounting_images/test\test_Accounting_92_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_93,"Fountain Corporation's economists estimate that a good business environment and a bad business environment are equally likely for the coming year.The managers of the company must choose between two mutually exclusive projects.Assume that the project the company chooses will be the firm's only activity and that the firm will close one year from today. The company is obligated to make a $3,500 payment to bondholders at the end of the year. The projects have the same systematic risk but different volatilities. Consider the following information pertaining to the two projects:  <image 1> Which of the two strategies maximizes the expected value of the firm?","[' The low-volatility project ', ' The high-volatility project ', ' Both of the two projects ']",?,MMMU_Accounting_images/test\test_Accounting_93_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_94,"Flanders Manufacturing is considering purchasing a new machine that will reduce variable costs per part produced by $0.15. The machine will increase fixed costs by $18,250 per year. The information they will use to consider these changes is shown here. <image 1> What is the new total contribution margin?","['$44,550', '$118,800', '$74,250', '$345,600']",?,MMMU_Accounting_images/test\test_Accounting_94_image_1.png,['Screenshots'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_95,"Sandra Kapple presents Maria VanHusen with a description, given in the following table, of the bond portfolio held by the Star Hospital Pension Plan. All securities in the bond portfolio are noncallable U.S. Treasury securities.<image 1> Calculate the effective duration of the 4.75% Treasury security due 2036.","['14.8907', '15.2575', '15.6331']",?,MMMU_Accounting_images/test\test_Accounting_95_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_96,"Brahma Industries sells vinyl replacement windows to home improvement retailers nationwide. The national sales manager believes that if they invest an additional $25,000 in advertising, they would increase sales volume by 10,000 units. <image 1> What is the new fixed costs?","['$759,000', '$1,138,500', '$714,500', '$44,500']",?,MMMU_Accounting_images/test\test_Accounting_96_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_97,"Assume accounts have normal balances, what is the balance of the account? <image 1> Adjustments needed: Salaries due to administrative employees, but unpaid at period end, $2,000; Insurance still unexpired at end of the period, $12,000.","['$134,700', '$84,500', '$101,300', '$125,800']",?,MMMU_Accounting_images/test\test_Accounting_97_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_98,"Shonda & Shonda is a company that does land surveys and engineering consulting. They have an opportunity to purchase new computer equipment that will allow them to render their drawings and surveys much more quickly. The new equipment will cost them an additional $1,200 per month, but they will be able to increase their sales by 10% per year. Their current annual cost and break-even figures are as follows: <image 1> What will be the impact on the break-even point if Shonda & Shonda purchases the new computer?","['160 units and $45,477', '180 units and $40,477', '160 units and $40,477', '180 units and $45,477']",?,MMMU_Accounting_images/test\test_Accounting_98_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_99,"Suppose the following two independent investment opportunities are available to Relax, Inc.<image 1> The appropriate discount rate is 8.5 percent.Which project(s) should the company accept based on the profitability index rule?","['A', 'B']",?,MMMU_Accounting_images/test\test_Accounting_99_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_100,Materials added at the beginning and ending work in process inventory being 25% complete with regard to conversion costs. <image 1> What is the cost of ending inventory?,"['$2,790', '$2,890', '$1,890', '$1,790']",?,MMMU_Accounting_images/test\test_Accounting_100_image_1.png,['Tables'],?,Hard,multiple-choice,Managerial Accounting
test_Accounting_101,The following information is taken from the records of Baklava Bakery for the year 2019. <image 1> Calculate net income or net loss for March.,"['$5,600', '$400', '$2,300', '$3,700']",?,MMMU_Accounting_images/test\test_Accounting_101_image_1.png,['Screenshots'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_102,"A new company started production. Job 10 was completed, and Job 20 remains in production. Here is the information from job cost sheets from their first and only jobs so far: <image 1> Using the information provided, what is the balance in the finished goods inventory?","['$2,400', '$2,500', '$2,600', '$2,700']",?,MMMU_Accounting_images/test\test_Accounting_102_image_1.png,['Screenshots'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_103,"Assuming the following account balances, what is the missing value? <image 1>","['$195,309', '$116,309', '$91,309', '$106,309']",?,MMMU_Accounting_images/test\test_Accounting_103_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_104,"<image 1> Baxter Company has a relevant range of production between 15,000 and 30,000 units. The following cost data represents average variable costs per unit for 25,000 units of production. If 23,000 units are produced, what are the total manufacturing overhead costs incurred?","['$193,000', '$194,000', '$195,000', '$196,000']",?,MMMU_Accounting_images/test\test_Accounting_104_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_105,"Below is a list of prices for zero-coupon bonds of various maturities. <image 1>  If at the end of the first year the yield curve flattens out at 8%, what will be the 1-year holding-period return on the coupon bond?","['4.82%', '5.07%', '5.16%']",?,MMMU_Accounting_images/test\test_Accounting_105_image_1.png,['Tables'],?,Hard,multiple-choice,Investment
test_Accounting_106,"<image 1> Baxter Company has a relevant range of production between 15,000 and 30,000 units. The following cost data represents average variable costs per unit for 25,000 units of production. If 15,000 units are produced, what is the variable cost per unit?",[],?,MMMU_Accounting_images/test\test_Accounting_106_image_1.png,['Tables'],?,Medium,open,Managerial Accounting
test_Accounting_107,Fill in the missing amounts for Company A. (from top to bottom) Each case is independent of the others. Assume that only one product is being sold by each company. <image 1>,"['$30,$11,000', '$20,$10,000', '$30,$10,000', '$20,$11,000']",?,MMMU_Accounting_images/test\test_Accounting_107_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_108,Markham Farms reports the following contribution margin income statement for the month of August. The company has the opportunity to purchase new machinery that will reduce its variable cost per unit by $2 but will increase fixed costs by 15%. Assume sales level remains unchanged. <image 1> What is the new total contribution margin?,"['$46,000', '$47,000', '$93,000', '$19,500']",?,MMMU_Accounting_images/test\test_Accounting_108_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_109,"<image 1> Puzzles, Pranks & Games is a retail business selling children's toys and games as well as a wide selection of jigsaw puzzles and accessories. They purchase their inventory from local and national wholesale suppliers. For the year ending December 31, 2017, they reported these revenues and expenses. What is the total expense?","['$415,000', '$307,000', '$108,000', '$98,000']",?,MMMU_Accounting_images/test\test_Accounting_109_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_110,"CPK & Associates is a mid-size legal firm, specializing in closings and real estate law in the south. In 2019, they generated $945,000 in sales revenue. Their expenses related to this year's revenue are shown: <image 1> Based on the information provided for the year, what was their net operating income?","['$237,250', '$238,250', '$239,250', '$240,250']",?,MMMU_Accounting_images/test\test_Accounting_110_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_111,"A new company started production. Job 10 was completed, and Job 20 remains in production. Here is the information from job cost sheets from their first and only jobs so far: <image 1> Using the information provided, what is the balance in work in process?","['$2,508', '$2,608', '$2,400', '$2,500']",?,MMMU_Accounting_images/test\test_Accounting_111_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_112,"Consider the following cash flows on two mutually exclusive projects:<image 1>The cash flows of Project A are expressed in real terms, whereas those of Project B are expressed in nominal terms. The appropriate nominal discount rate is 13 percent and the inflation rate is 4 percent. Which project should you choose?","['Project A', 'Project B', 'None']",?,MMMU_Accounting_images/test\test_Accounting_112_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_113,"Suppose you observe the following situation: <image 1>Assuming the capital asset pricing model holds and Stock A's beta is greater than Stock B's beta by .25, what is the expected market risk premium?","['11.9%', '8.5%', '7.2%']",?,MMMU_Accounting_images/test\test_Accounting_113_image_1.png,['Tables'],?,Hard,multiple-choice,Financial Accounting
test_Accounting_114,"Consider the rate of stocks ABC and XYZ. <image 1> If you were equally likely to earn a return of 20%, 12%, 14%, 3%, or 1%, in each year (these are the five annual returns for stock ABC), what would be your expected rate of return? ","['9%', '10%', '11%']",?,MMMU_Accounting_images/test\test_Accounting_114_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_115,"U.S. Treasuries represent a significant holding in many pension portfolios. You decide to analyze the yield curve for U.S. Treasury notes.  You are considering the purchase of a zero-coupon U.S. Treasury note with 4 years to maturity. On the basis of the above yield-curve analysis, calculate the price for the security <image 1>","['$758.35', '$771.40', '$785.91']",?,MMMU_Accounting_images/test\test_Accounting_115_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_116,"Marchete Company produces a single product. They have recently received the results of a market survey that indicates that they can increase the retail price of their product by 8% without losing customers or market share. All other costs will remain unchanged. Their most recent CVP analysis is shown. If they enact the 8% price increase, what will be their new break-even point in units and dollars? <image 1>","['621 units and $83,915.98', '622 units and $83,915.98', '622 units and $83,910.98', '623 units and $83,910.98']",?,MMMU_Accounting_images/test\test_Accounting_116_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_117,A newly issued bond has the following characteristics: <image 1>Calculate modified duration using the information above.,"['8.71 years', '9.26 years', '9.55 years']",?,MMMU_Accounting_images/test\test_Accounting_117_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_118,"North Pole Fishing Equipment Corporation and South Pole Fishing Equipment Corporation would have identical equity betas of 1.10 if both were all equity financed. The market value information for each company is shown here:<image 1>The expected return on the market portfolio is 10.9 percent, and the risk-free rate is 3.2 percent. Both companies are subject to a corporate tax rate of 35 percent. Assume the beta of debt is zero. What is the equity beta of each of the two companies?","['North:1.39, South:2.04', 'North:1.60, South:2.13', 'North:1.71, South:2.44']",?,MMMU_Accounting_images/test\test_Accounting_118_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_119,"Consider the following table, which gives a security analyst's expected return on two stocks for two particular market returns: <image 1> What is the expected rate of return on each stock if the market return is equally likely to be 5% or 25%?","['(1)18%; (2)9%', '(1)19%; (2)7%', '(1)15%; (2)8%']",?,MMMU_Accounting_images/test\test_Accounting_119_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_120,The Stancil Corporation provided the following current information:<image 1>The cash flows from the firm is equal to (1) ________ and the cash flows to investors of the firm is equal to (2) ________ .,"['(1): 29,300 (2): 7,600', '(1): 28,700 (2): 7,600', '(1):  29,300 (2): 7,900', '(1): 28,700 (2): 7,900']",?,MMMU_Accounting_images/test\test_Accounting_120_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_121,"The most recent financial statements for Heine are shown here: <image 1>Assets and costs are proportional to sales. Debt and equity are not. A dividend of $3,500 was paid, and the company wishes to maintain a constant payout ratio. Next year's sales are projected to be $45,426. What external financing is needed?","['$163,850', ' $13,184.18', '$111,665.82']",?,MMMU_Accounting_images/test\test_Accounting_121_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_122,"<image 1> Winterfell Products manufactures electrical switches for the aerospace industry. For the year ending 2019, they reported these revenues and expenses. What is total expense?","['$669,000', '$655,000', '$659,000', '$665,000']",?,MMMU_Accounting_images/test\test_Accounting_122_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_123,"The following data show the units in beginning work in process inventory, the number of units started, the number of units transferred, and the percent completion of the ending work in process for conversion. Given that materials are added at the beginning of the process, what are the equivalent units for conversion costs for each quarter using the weighted-average method? Assume that the quarters are independent. <image 1>","['135,332', '132,336', '134,485', '133,455']",?,MMMU_Accounting_images/test\test_Accounting_123_image_1.png,['Tables'],?,Hard,multiple-choice,Managerial Accounting
test_Accounting_124,"From the following Company A adjusted trial balance, what is the total assets of the company? <image 1>","['$68,100', '$69,550', '$70,300', '$71,250']",?,MMMU_Accounting_images/test\test_Accounting_124_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_125,Consider the following two regression lines for stocks A and B in the following figure. <image 1> Which stock has higher alpha?,"['A', 'B']",?,MMMU_Accounting_images/test\test_Accounting_125_image_1.png,['Plots and Charts'],?,Medium,multiple-choice,Investment
test_Accounting_126,"Based on the following information, calculate the expected return for the two stocks:<image 1>","['(1):7.30%  (2):6.10%', '(1):7.54%  (2):6.33%', '(1):7.54%  (2):6.52%']",?,MMMU_Accounting_images/test\test_Accounting_126_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_127,Consider the following two regression lines for stocks A and B in the following figure. <image 1> Which stock has higher correlation with the market?,"['A', 'B']",?,MMMU_Accounting_images/test\test_Accounting_127_image_1.png,['Mathematical Notations'],?,Easy,multiple-choice,Investment
test_Accounting_128,"Abigail Grace has a $900,000 fully diversified portfolio. She subsequently inherits ABC Company common stock worth $100,000. Her financial adviser provided her with the following forecast information:<image 1> The correlation coefficient of ABC stock returns with the original portfolio returns is .40. If Grace sells the ABC stock, she will invest the proceeds in risk-free government securities yielding .42% monthly. Assuming Grace sells the ABC stock and replaces it with the government securities, calculate the standard deviation of her new portfolio, which includes the government securities.","['2.37%', '2.13%', '2.06%']",?,MMMU_Accounting_images/test\test_Accounting_128_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_129,"Consider the following premerger information about a bidding firm (Firm B) and a target firm (Firm T). Assume that both firms have no debt outstanding.<image 1> Firm B has estimated that the value of the synergistic benefits from acquiring Firm T is $12,600. Suppose Firm T is agreeable to a merger by an exchange of stock. If B offers one of its shares for every two of T's shares, what will the price per share of the merged firm be?","['$46.29', '$48.30', '$46.58']",?,MMMU_Accounting_images/test\test_Accounting_129_image_1.png,['Tables'],?,Easy,multiple-choice,Financial Accounting
test_Accounting_130,"<image 1> Conner & Scheer, Attorneys at Law, provide a wide range of legal services for their clients. They employ several paralegal and administrative support staff in order to provide high-quality legal services at competitive prices. For the year ending December 31, 2017, the firm reported these income and expenses. What is the net income?","['$789,000', '$718,000', '$2,250,000', '$1,461,000']",?,MMMU_Accounting_images/test\test_Accounting_130_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_131,"Consider the two (excess return) index-model regression results for stocks A and B. The risk-free rate over the period was 6%, and the market's average return was 14%. Performance is measured using an index model regression on excess returns. <image 1> Which stock is the best choice when this stock will be mixed with the rest of the investor's portfolio, currently composed solely of holdings in the market index fund.","['A', 'B']",?,MMMU_Accounting_images/test\test_Accounting_131_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_132,"Keleher Industries manufactures pet doors and sells them directly to the consumer via their web site. The marketing manager believes that if the company invests in new software, they will increase their sales by 10%. The new software will increase fixed costs by $400 per month. The previous annual statement is as follows: <image 1> What is the operating income?","['$460,350', '$392,150', '$436,050', '$24,300']",?,MMMU_Accounting_images/test\test_Accounting_132_image_1.png,['Screenshots'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_133,"You are considering investing in a company that cultivates abalone for sale to local restaurants. Use the following information:<image 1>The discount rate for the company is 15 percent, the initial investment in equipment is $840,000, and the project's economic life is seven years. Assume the equipment is depreciated on a straight-line basis over the project's life. What is the accounting break-even level for the project?","['16,640.5', '17,244.9', '16,933.1']",?,MMMU_Accounting_images/test\test_Accounting_133_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_134,"Janet Meer is a fixed-income portfolio manager. Noting that the current shape of the yield curve is flat, she considers the purchase of a newly issued, 7% coupon, 10-year maturity, option-free corporate bond priced at par. The bond has the following features: <image 1> Calculate the modified duration of the bond.","['6.88', '7.03', '7.10']",?,MMMU_Accounting_images/test\test_Accounting_134_image_1.png,['Tables'],?,Medium,multiple-choice,Investment
test_Accounting_135,"Keleher Industries manufactures pet doors and sells them directly to the consumer via their web site. The marketing manager believes that if the company invests in new software, they will increase their sales by 10%. The new software will increase fixed costs by $400 per month. The previous annual statement is as follows: <image 1> What is the new total variable costs?","['$460,350', '$392,150', '$436,050', '$24,300']",?,MMMU_Accounting_images/test\test_Accounting_135_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_136,"Suppose a three-factor model is appropriate to describe the returns of a stock. Information about those three factors is presented in the following:<image 1>Suppose unexpected bad news about the firm was announced that causes the stock price to drop by 1.1 percent. If the expected return on the stock is 11.7 percent, what is the total return on this stock?","['10.60%', '12.89%', '11.79%']",?,MMMU_Accounting_images/test\test_Accounting_136_image_1.png,['Tables'],?,Hard,multiple-choice,Financial Accounting
test_Accounting_137,"Each of the following situations relates to a different company. <image 1> For company D, find the missing amounts.","['$12,300', '$15,700', '$10,510', '$13,030']",?,MMMU_Accounting_images/test\test_Accounting_137_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
test_Accounting_138,"Bill Smith is evaluating the performance of four large-cap equity portfolios: Funds A, B, C, and D. As part of his analysis, Smith computed the Sharpe ratio and the Treynor measure for all four funds. Based on his finding, the ranks assigned to the four funds are as follows: <image 1> The difference in rankings for Funds A and D is most likely due to:","['A lack of diversification in Fund A as compared to Fund D.', ""Different benchmarks used to evaluate each fund's performance."", 'A difference in risk premiums.']",?,MMMU_Accounting_images/test\test_Accounting_138_image_1.png,['Tables'],?,Easy,multiple-choice,Investment
test_Accounting_139,"Abilene Industries manufactures and sells three products (XX, YY, and ZZ). The sales price and unit variable cost for the three products are as follows: <image 1> Their sales mix is reflected as a ratio of 4:2:1. Annual fixed costs shared by the three products are $345,000 per year. What is their break-even point in sales dollars?","['$682,515.49', '$342,515.49', '$725,515.49', '$712,515.49']",?,MMMU_Accounting_images/test\test_Accounting_139_image_1.png,['Tables'],?,Hard,multiple-choice,Managerial Accounting
test_Accounting_140,"Wellington, Inc., reports the following contribution margin income statement for the month of May. The company has the opportunity to purchase new machinery that will reduce its variable cost per unit by $10 but will increase fixed costs by 20%. Assume sales level remains unchanged. <image 1> What is the new variable costs?","['$42,000', '$86,400', '$93,600', '$51,600']",?,MMMU_Accounting_images/test\test_Accounting_140_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_141,"The following data show the units in beginning work in process inventory, the number of units started, the number of units transferred, and the percent completion of the ending work in process for conversion. Given that materials are added 50% at the beginning of the process and 50% at the end of the process, what are the equivalent units for conversion costs for each quarter using the weighted-average method? Assume that the quarters are independent. <image 1>","['293,250', '295,250', '296,900', '295,900']",?,MMMU_Accounting_images/test\test_Accounting_141_image_1.png,['Tables'],?,Easy,multiple-choice,Managerial Accounting
test_Accounting_142,"Tim-Buck-II rents jet skis at a beach resort. There are three models available to rent: Junior, Adult, and Expert. The rental price and variable costs for these three models are as follows: <image 1> The current product mix is 5:4:1. The three models share total fixed costs of $114,750. What is the contribution margin per composite unit?","['$550', '$450', '$525', '$425']",?,MMMU_Accounting_images/test\test_Accounting_142_image_1.png,['Tables'],?,Medium,multiple-choice,Managerial Accounting
test_Accounting_143,"Consider the three stocks in the following table.Pt represents price at time t, and Qt represents shares outstanding at time t. Stock C splits two for one in the last period. <image 1>. . What must happen to the divisor for the price-weighted index in year 2?",[],?,MMMU_Accounting_images/test\test_Accounting_143_image_1.png,['Tables'],?,Hard,open,Investment
test_Accounting_144,"Based on the following information,calculate the  standard deviation:<image 1>","['8.16%', '8.10%', '9.00%']",?,MMMU_Accounting_images/test\test_Accounting_144_image_1.png,['Tables'],?,Medium,multiple-choice,Financial Accounting
