ID,Question Number,Share Context,Share Image,Question Text,Image,Options,Answer,Explanation,QA Type,Question Type,Level of Difficulty,Knowledge Topics,General Topics,Book Label,shared_description,description,待处理,Train,Filter,type
2203,35,,,"According to GARP, 'a recent trend among corporations is to use a board-approved risk appetite to guide management (and potentially) to inform investors.' Which of the following statements is TRUE about the firm’s risk appetite?",,"{'A': "" Risk appetite is the total amount of risk a firm can bear without becoming insolvent."", 'B': "" In practice', the risk appetite should be focused on a single thing: one broad', durable philosophical statement that avoids linkages to the firm’s day-to-day risk management operations because these are bound to change."", 'C': "" Although risk appetite has an upper bound (an upper trigger)', it is similar to a one-sided confidence interval: there is no such thing as a lower bound (a lower trigger) for risk appetite given that less risk is better."", 'D': "" A risk appetite includes the mechanisms (e.g.', detailed policy', business-specific risk statements', and a framework for risk limits) that link a top-level statement to the firm's day-to-day risk management operations""}",D,"In regard to A, B and C, each is FALSE. Risk capacity is the total amount of risk a firm can bear without becoming insolvent. In practice, the risk appetite is two things, a top-level statement and the sum of the mechanisms linking this statement to the firm’s day-to-day operations. Risk appetite is bounded on the upside (below risk capacity) but also has a lower bound: the firm does not aspire to be risk-free.",Knowledge Reasoning QA,text only,Easy,"risk appetite, risk management, risk limits",Foundation of Risk Management,foundation of risk management1,,,,,,<class 'str'>
2208,40,,,"To hedge risk, the firm's toolbox includes derivatives such as swaps, futures, forwards, and options. About the use of derivatives to hedge, each of the following is true EXCEPT which is inaccurate?",,"{'A': "" Derivatives represent a decision to transfer (or mitigate) the risk when the firm either wants to retain or avoid the risk."", 'B': "" Because hedging can only mute the volatility of accrual-based earnings', hedging cannot increase (or even alter) the firm's cash flows and therefore cannot influence agency risks"", 'C': "" A large conglomerate (i.e.', a firm with multiple business units operating in different industries/sectors) is more likely to create natural hedges than a small', focused firm."", 'D': "" Airlines can cross-hedge the cost of jet fuel with futures contracts on (crude or heating) oil', but if the commodity's price drops rapidly', unhedged airlines are likely to outperform their hedged competitors""}",B,"Hedging can make sense for investors if it is used as a tool to increase the firm's cash flows (rather than to reduce equity investor risk). For example, firms may need to offer their customers a stable price over the next three years, which may be impossible without hedging a key cost input. If hedging like this increases customer demand, then equity investors are happy.",Knowledge Reasoning QA,text only,Easy,"hedging, derivatives, risk management",Foundation of Risk Management,foundation of risk management1,,,,,1,<class 'str'>
2211,43,,,A big part of a risk manager’s job is to identify her firm’s risk factors. Each of the following statements about risk factors is true EXCEPT which is false?,,"{'A': "" Two examples of primary risk factors include the return on a broad stock market index and the risk-free spot interest rate."", 'B': "" For any risk factors that are represented by categorical or discrete variables', the risk manager should seek to replace them with either interval', ratio', or continuous risk factor variables."", 'C': "" One of the risk manager’s key activities is to deconstruct primitive risk factors into the important loss drivers', the relationship of those loss drivers with each other', and the wider business environment."", 'D': "" Machine learning', as a subset of artificial intelligence', holds the potential to help risk managers identify the 'unknown unknowns""}",B,"Instead, many risk factors are characterized by categorical or discrete variables. In terms of option D, GARP writes, 'Across the risk industries, massive computing power can now help risk managers spot patterns and relationships in data more quickly. Unsupervised machine learning can help the risk manager identify the unknown unknowns through identifying clusters and correlations without specifying the area of interest in advance.'",Knowledge Reasoning QA,text only,Easy,"risk factors, machine learning, artificial intelligence",Foundation of Risk Management,foundation of risk management1,,,,,1,<class 'str'>
2234,69,,,The market portfolio in Capital Market Theory is determined by:,,"{'A': "" A line tangent to the efficient frontier， drawn from any point on the expected return axis."", 'B': "" A straight line drawn to any efficient portfolio."", 'C': "" A line tangent to the efficient frontier, drawn from the risk-free rate of return."", 'D': "" The intersection of the efficient frontier and the investor's highest utility curve""}",C,\text{The Capital Market Line is a straight line drawn from the risk-free rate of return (on the Y axis) through the market portfolio. The market portfolio is determined as where that straight line is exactly tangent to the efficient frontier. ,Knowledge Reasoning QA,text only,Easy,market portfolio,Foundation of Risk Management,foundation of risk management1,,,,,,<class 'str'>
2239,74,,,"Roger is an analyst employing the capital asset pricing model (CAPM) to estimate the return of a portfolio. However, his colleague Sally makes four observations. Which of the following observations, if true, does NOT violate the assumption of CAPM?
A. Sally proves that the portfolio securities' returns are heavy-tailed (leptokurtic).
B. Sally observes that other investors have different views about the expected returns and variances of the portfolio securities.
C. If Roger makes a purchase of a security in the portfolio, his purchase will NOT increase (or impact) the price of the security.
D. Sally points out that Roger incurs transaction costs, cannot short sell, and cannot borrow at the risk-rate.",,"{'A': "" Sally proves that the portfolio securities' returns are heavy-tailed (leptokurtic)"", 'B': "" Sally observes that other investors have different views about the expected returns and variances of the portfolio securities."", 'C': "" If Roger makes a purchase of a security in the portfolio, his purchase will NOT increase (or impact) the price of the security."", 'D': "" Sally points out that Roger incurs transaction costs, cannot short sell, and cannot borrow at the risk-rate.""}",C,"In regard to A, standard CAPM utilizes the mean-variance framework such that only the first two moments are considered and returns are assumed multivariate normal. An individual cannot affect the price of a stock by his buying or selling action. This is analogous to the assumption of perfect competition. While no single investor can affect prices by an individual action, investors in total determine prices by their actions. In regard to B, homogenous expectations is arguably the key assumption that leads to equilibrium. In regard to D, transaction cost doesn’t exist in the assumptions of CAPM. Also, short sell and borrow at risk-free rate should be allowed.",Knowledge Reasoning QA,text only,Easy,"CAPM assumptions, market equilibrium",Foundation of Risk Management,foundation of risk management1,,,,,,<class 'str'>
2267,104,,,"For an investor to move further up the Capital Market Line than the market portfolio, the investor must:",,"{'A': "" reduce the portfolio's risk below that of the market"", 'B': "" continue to invest only in common stocks."", 'C': "" borrow and invest in the market portfolio."", 'D': "" diversify the portfolio even more.""}",C,"Portfolios that lie to the right of the market portfolio on the capital market line ('up' the capital market line) are created by borrowing funds to own more than 100% of the market portfolio (M). The statement, 'diversify the portfolio even more' is incorrect because the market portfolio is fully diversified. Therefore, borrowing and leveraging is the correct action to move further up the line.",Knowledge Reasoning QA,text only,Easy,"Capital Market Line, portfolio theory",Foundation of Risk Management,foundation of risk management1,,,,,1,<class 'str'>
2268,105,,,"Given a set of risky assets, a Markowitz efficient frontier:",,"{'A': "" can be calculated from the assets' expected returns and the correlations of returns for each pair of assets"", 'B': "" includes all portfolios that reduce the risk level compared to holding a single asset."", 'C': "" cannot be generated unless one of the assets has a beta of zero."", 'D': "" consists of the portfolios that provide the lowest risk for every level of expected return.""}",D,"The Markowitz efficient frontier is the set of possible portfolios that provide the highest return for each level of risk, or the lowest risk for each level of return. To generate an efficient frontier, we need to know the expected returns and standard deviations for each asset, as well as the returns correlations for each pair of assets.",Knowledge Reasoning QA,text only,Easy,"Markowitz efficient frontier, portfolio theory",Foundation of Risk Management,foundation of risk management1,,,,,1,<class 'str'>
2313,10,,,"Robert Rubin, former Treasury Secretary, decided to stop issuing 30-year Treasury bonds in
2001 and to replace them by borrowing more with shorter-maturity Treasury bills and notes.
Which of the following statements concerning this decision is most accurate?",,"{'A': ""If the expectation theory of the term structure is correct, this decision will reduce the\ngovernment's borrowing cost"", 'B': ""If the liquidity preference theory of the term structure is correct, this decision will\nreduce the government's borrowing cost"", 'C': ""If the liquidity preference theory of the term structure is correct, this decision will not\nchange the government's borrowing cost"", 'D': ""If the expectation theory of the term structure is correct, this decision will increase the""}",B,"This question tests the understanding of interest rate term structure theories and expectations theory. 

If expectations theory is correct, the forward rates in the market should equal the market's expectations for future spot rates. Since the question does not mention expectations, it is impossible to determine the relationship between long-term and short-term rates. Therefore, options A and D are irrelevant to the question.

If liquidity preference theory is correct, lenders prefer short-term products while borrowers prefer long-term products. This creates difficulty for both parties to reach an agreement. To accommodate both sides' demands, market makers raise long-term rates and lower short-term rates. This incentivizes lenders to choose longer-term products and borrowers to opt for shorter-term products, resulting in an upward sloping yield curve where short-term borrowing rates are lower than long-term borrowing rates. Therefore, when government borrowing shifts from long-term to short-term, the cost will decrease.

As a result, option C is incorrect, and option B is correct.",Knowledge Reasoning QA,text only,Hard,"Liquidity Preference Theory, Expectation Theory, Term Structure of Interest Rates",Valuation and Risk Models,Valuationand Risk Models2,,,,1,1,<class 'str'>
2468,9,,,"When investors assume risk in an asset that has a premium above a risk-free rate of return,
the investor could consider hedging the exposure when the returns are better than expectation
and lock in profits. Risk exposure can be hedged in many ways. An investor can use options on
the specific asset, or a financial instrument that is opposite in market direction with the
asset that the investor owned. Which of the following is not an advantage of hedging risk?",,"{'A': ""By reducing the volatility of earning\\/cash flow by hedging, a firm may reduce the cost of\ncapital and enhance the ability to finance growth."", 'B': ""Good risk management is often an indication to the firm's stakeholders that management is\ndoing a good job, this is often reflected directly in the firm's stock price"", 'C': ""Hedging may allow management better control over the firm's economic performance to better\nachieve the board's objectives"", 'D': ""Risk management requires specialized skills, knowledge, infrastructure, and data acquisition""}",D,"This question examines the advantages and disadvantages of risk hedging.

Option A states that risk hedging can reduce the volatility of company profits, thereby lowering financing costs and enhancing financial growth capability. This is an advantage of risk hedging and does not fit the criteria for selection.

Option B mentions that effective risk management indicates that the company's internal management has strong capabilities, which often reflects positively on the stock price. This is also an advantage of risk hedging and does not fit the criteria for selection.

Option C states that senior management can control costs through risk hedging to manage the company's economic profits, thereby achieving the board's objectives. This is another advantage of risk hedging and does not fit the criteria for selection.

Option D notes that risk management requires specialized skills, knowledge, and relevant tools, making effective risk management challenging. This is a disadvantage of risk hedging and aligns with the criteria for selection.

Therefore, the correct answer is D.",Knowledge Reasoning QA,text only,Hard,"Risk Hedging, Cost of Capital, Economic Performance",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2473,14,,,"The board of directors of the company is mainly responsible for supervising management and
pursuing the responsibilities of the company's management. At most banks, the board of
directors typically has an audit committee, a risk committee, and a compensation committee,
which ensure that the company's key policies are effectively implemented. Which of the
following is NOT correct?",,"{'A': ""The audit committee is responsible for the accuracy of the bank's financial and supervisory\nreporting and is also responsible for ensuring that the bank adheres to minimum or best\npractice standards in other key activities"", 'B': ""Members of the audit committee must have sound financial and legal knowledge."", 'C': ""In a bank, the risk management committee completes risk management work independently and\ndoes not need to report to the board of directors."", 'D': ""Incentive compensation should be aligned with the long-term interests of shareholders and""}",C,"This question examines the responsibilities of the risk committee and the audit committee.

Option A states that the audit committee is responsible for the accuracy of the bank's financial and regulatory reports and ensuring compliance with minimum or best practice standards in other key activities. This statement is correct and does not fit the criteria for selection.

Option B indicates that members of the audit committee must possess strong financial and legal knowledge. This statement is also correct and does not fit the criteria for selection.

Option C states that in banks, the risk management committee is primarily responsible for establishing risk management systems and must report to the board, but does not need to be responsible for specific execution. This statement is incorrect and aligns with the criteria for selection, making it the correct answer.

Option D claims that incentive compensation should align with the long-term interests of shareholders and other stakeholders, as well as risk-adjusted capital returns, which conforms to best practices. This statement is correct and does not fit the criteria for selection.

Therefore, the correct answer is C.",Knowledge Reasoning QA,text only,Hard,"Corporate Governance, Risk Management, Audit Committee Responsibilities",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2474,15,,,"An effective audit committee is essential to the directors’ oversight of the firm. To
improve its corporate governance, the board of a local bank has decided to establish an audit
committee in order to be accountable for the accuracy and completeness of a firm’s financial
and regulatory disclosures. Which of the following would be an appropriate role for the audit
committee?",,"{'A': ""Audit committee is responsible for defining the firm\\u2019s risk management strategy."", 'B': ""Audit committee is responsible for ensuring the firm's compliance with best-practice\nstandards in financial matters"", 'C': ""Audit committee is responsible for undertaking risk management functions on a day-to-day\nbasis."", 'D': ""Audit committee is responsible for ensuring that a firm minimizes its exposure to risks.""}",B,"This question examines the responsibilities and roles of the audit committee.

Option A states that the risk management strategy is the responsibility of the risk committee, not the audit committee. This statement is correct but does not fit the selection criteria.

Option B indicates that the audit committee is responsible for ensuring that the company complies with best practice standards as much as possible regarding financial matters. Therefore, this statement is correct and aligns with the criteria for selection, making it the correct answer.

Option C states that the Chief Risk Officer is responsible for the daily execution of risk management functions, which is not the role of the audit committee. This statement is also correct but does not fit the selection criteria.

Option D claims that ensuring the company minimizes its risk exposure is neither the goal of risk management work nor the responsibility of the audit committee. This statement is correct as well, but it does not fit the selection criteria.

In summary, the correct answer is B.",Knowledge Reasoning QA,text only,Hard,"Corporate governance, Audit committee responsibilities, Compliance and best practices",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2485,31,,,The Arbitrage Pricing Theory (APT) has all of the following characteristics EXCEPT:,,"{'A': ""No arbitrage opportunities exist."", 'B': ""The market contains enough stocks so that unsystematic risk can be diversified away."", 'C': ""APT assumes investors hold efficient portfolios and and are risk averse."", 'D': ""Expected asset returns are linear functions of the asset's risk relative to a set of factors""}",C,"This question considers the understanding of the Arbitrage Pricing Theory (APT). 

Option A states that the APT model assumes there are no arbitrage opportunities. This statement is correct and does not fit the criteria for selection.

Option B indicates that the APT model assumes there are enough securities to diversify away systematic risk. This statement is also correct and does not fit the criteria for selection.

Option C states that the APT model does not require the assumption that investors are risk-averse. This statement is incorrect and aligns with the criteria for selection, making it the correct answer.

Option D notes that from the APT model's formula, the expected return of an asset is a linear expression of a series of factors. This statement is correct and does not fit the criteria for selection.

$$
E(R_P) = R_f + \beta_{P,1}(\lambda_1) + \beta_{P,2}(\lambda_2) + \cdots + \beta_{P,k}(\lambda_k)
$$",Knowledge Reasoning QA,text only,Hard,"Arbitrage Pricing Theory (APT), Market Efficiency, Diversification",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2499,48,,,"Lehman Brothers filed for bankruptcy on September 15, 2008. At the time of its collapse,
Lehman was the fourth-largest investment bank in the United States. The bank became a symbol of
the excesses of the 2007-08 Financial Crisis and cost an estimated $10 trillion in lost
economic output. Which of the following is not a description about Lehman Brother case?",,"{'A': ""With the U.S. housing bubble well under way, Lehman branched invested heavily in the\nsecuritized U.S. real estate market."", 'B': ""As the credit crisis erupted in August 2007, Lehman's large mortgage securities portfolio\nmade it highly susceptible to the deteriorating market conditions"", 'C': ""Lehman could not roll over its debts from the market."", 'D': ""A takeover of Lehman was finally done by Barclays and Bank of America.""}",D,"This question examines the liquidity risk in financing, using the case of Lehman Brothers.

Barclays and Bank of America attempted to facilitate a purchase of Lehman Brothers, but ultimately failed, leading to Lehman's bankruptcy. Statement D is incorrect and aligns with the question's intent; therefore, the answer to this question is D.

Option A: With the rapid accumulation of the U.S. real estate bubble, Lehman Brothers made substantial investments in securitized products from the U.S. real estate market. This statement is correct but does not align with the question's intent.

Option B: Following the outbreak of the subprime crisis in August 2007, Lehman Brothers' large portfolio of mortgage-backed securities made it highly susceptible to the deteriorating market environment. This statement is correct but does not align with the question's intent.

Option C: Lehman Brothers was then struggling to obtain additional liquidity from the market. This statement is correct but does not align with the question's intent.",Knowledge Reasoning QA,text only,Hard,"Financial Crisis of 2007-08, Liquidity Risk, Corporate Bankruptcy",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2504,53,,,"Barings Bank eventually collapsed due to Nick Leeson's excessively speculative trading,
which resulted in massive losses. Which of the following is not the reason for the failure of
Barings?",,"{'A': ""Nick Leeson was attempting to recover previous trading losses."", 'B': ""The management of the company did not implement effective means of oversight on Nick Leeson."", 'C': ""Inversion of the interest rate curve made the strategy face a huge loss."", 'D': ""Nick Leeson's dual role in Barings allowed him to cover losses""}",C,"This question examines the reasons for the failure of Barings Bank.

Option A: To compensate for earlier losses, Nick Leeson employed a more aggressive investment strategy, which suffered significant losses when the market experienced unexpected conditions. This statement is correct but does not align with the question's intent.

Option B: Due to inadequate internal control systems, senior management was unable to timely identify and control Nick Leeson's speculative trading activities. This statement is correct but does not align with the question's intent.

Option C: The Barings Bank case does not mention the shape of the interest rate curve. This statement is incorrect and aligns with the question's intent; therefore, the answer to this question is C.

Option D: Nick Leeson held dual roles within the company, occupying both investment and office positions, which gave him the power to conceal losses. This statement is correct but does not align with the question's intent.",Knowledge Reasoning QA,text only,Hard,"Operational Risk, Internal Controls, Speculative Trading",Foundation of Risk Management,foundation or risk management2,,,,1,1,<class 'str'>
2844,17,"Ed Smith is a new trainee in the foreign exchange (FX) services department of a major
global bank. Smith’s focus is to assist senior FX trader Feliz Mehmet, CFA. Mehmet mentions
that an Indian corporate client exporting to the United Kingdom wants to estimate the potential
hedging cost for a sale closing in one year. Smith is to determine the premium/discount for an
annual (360-day) forward contract using the exchange rate data presented in Exhibit 1.
Mehmet is also looking at two possible trades to determine their profit potential. The first
trade involves a possible triangular arbitrage trade using the Swiss, US, and Brazilian
currencies, to be executed based on a dealer’s bid/offer rate quote of 0.2355/0.2358 in
CHF/BRL and the interbank spot rate quotes presented in Exhibit 2.
Mehmet is also considering a carry trade involving the USD and the euro. He anticipates it will
generate a higher return than buying a one-year domestic note at the current market quote due
to low US interest rates and his predictions of exchange rates in one year. To help Mehmet
assess the carry trade, Smith provides Mehmet with selected current market data and his one-
year forecasts in Exhibit 3.
Finally, Mehmet asks Smith to assist with a trade involving a US multinational customer
operating in Europe and Japan. The customer is a very cost-conscious industrial company with an
AA credit rating and strives to execute its currency trades at the most favorable bid–offer
spread. Because its Japanese subsidiary is about to close on a major European acquisition in
three business days, the client wants to lock in a trade involving the Japanese yen and the
euro as early as possible the next morning, preferably by 8:05 a.m. New York time.
At lunch, Smith and other FX trainees discuss how best to analyze currency market volatility
from ongoing financial crises. The group agrees that a theoretical explanation of exchange rate
movements, such as the framework of the international parity conditions, should be applicable
across all trading environments. They note such analysis should enable traders to anticipate
future spot exchange rates. But they disagree on which parity condition best predicts exchange
rates, voicing several different assessments. Smith concludes the discussion on parity
conditions by stating to the trainees,
I believe that in the current environment both covered and uncovered interest rate parity
conditions are in effect.
 ","['images/Economics_images/share14-18_1.png"", 'images/Economics_images/share14-18_2.png"", 'images/Economics_images/share14-18_3.png']",The factor least likely to lead to a narrow bid/offer spread for the,,"{'A': ""timing of its trade."", 'B': ""company's credit rating"", 'C': ""pair of currencies involved.""}",B,"While credit ratings can affect spreads, the trade involves spot settlement (i.e.,
two business days after the trade date), so the spread quoted to this highly rated (AA) firm is
not likely to be much tighter than the spread that would be quoted to a somewhat lower-rated
(but still high-quality) firm. The relationship between the bank and the client, the size of
the trade, the time of day the trade is initiated, the currencies involved, and the level of
market volatility are likely to be more significant factors in determining the spread for this
trade.",Knowledge Reasoning QA,text+image,Hard,"Market liquidity, Currency markets, Credit risk",Economics,Economics,"### Image Descriptions

#### Image 1: Currency Data for GBP and INR
- **Title:** Exhibit 1. Select Currency Data for GBP and INR
- **Content:** 
  - **Spot (INR/GBP):** 79.5093
  - **Annual (360-day) Libor (GBP):** 5.43%
  - **Annual (360-day) Libor (INR):** 7.52%
- **Layout:** 
  - The table has two columns, one for descriptions and one for values. Each entry is aligned horizontally in two rows.

#### Image 2: Interbank Market Quotes
- **Title:** Exhibit 2. Interbank Market Quotes
- **Headers:** 
  - **Currency Pair**
  - **Bid / Offer**
- **Rows:**
  - **CHF/USD:** 0.9799 / 0.9801
  - **BRL/USD:** 4.1699 / 4.1701
- **Layout:** 
  - The table contains two columns running horizontally with clear headers for currency pairs and their respective bid/offers.

#### Image 3: Spot Rates and Interest Rates for Proposed Carry Trade
- **Title:** Exhibit 3. Spot Rates and Interest Rates for Proposed Carry Trade
- **Headers:**
  - **Today's one-year Libor**
  - **Currency pair (Price/Base)**
  - **Spot rate today**
  - **Projected spot rate in one year**
- **Rows:**
  - **USD:**
    - One-year Libor: 0.80%
    - Currency pair: CAD/USD
    - Spot rate today: 1.3200
    - Projected spot rate in one year: 1.3151
  - **CAD:**
    - One-year Libor: 1.71%
    - Currency pair: EUR/CAD
    - Spot rate today: 0.6506
    - Projected spot rate in one year: 0.6567
  - **EUR:**
    - One-year Libor: 2.20%
- **Layout:** 
  - This table consists of multiple columns delineating Libor rates, currency pairs, current spot rates, and projected spot rates, each clearly marked with headers.

### Summary and Insights

- **Image 1** provides a comparison of interest rates and currency spots between GBP and",,,1,1,<class 'str'>
2847,20,"Connor Wagener, a student at the University of Canterbury in New Zealand, has been
asked to prepare a presentation on foreign exchange rates for his International Business
course. Wagener has a basic understanding of exchange rates, but would like a practitioner's
perspective, and he has arranged an interview with currency trader Hannah McFadden. During the
interview, Wagener asks McFadden:“Could you explain what drives exchange rates? I'm curious as
to why our New Zealand dollar was affected by the European debt crisis in 2011 and what other
factors impact it.”In response, McFadden begins with a general discussion of exchange rates.
She notes that international parity conditions illustrate how exchange rates are linked to
expected inflation, interest rate differences, and forward exchange rates as well as current
and expected future spot rates. McFadden makes the following statement:Statement 1:
“Fortunately, the international parity condition most relevant for FX carry trades does not
always hold.”McFadden continues her discussion:“FX carry traders go long (i.e. buy) high-
yield currencies and fund their position by shorting, that is borrowing in, low-yield
currencies. Unfortunately, crashes in currency values can occur which create financial crises
as traders unwind their positions. For example, in 2008, the New Zealand dollar was negatively
impacted when highly leveraged carry trades were unwound. In addition to investors, consumers
and business owners can also affect currency exchange rates through their impact on their
country's balance of payments. For example, if New Zealand consumers purchase more goods from
China than New Zealand businesses sell to China, New Zealand will run a trade account deficit
with China.”McFadden further explains:Statement 2:“A trade surplus will tend to cause the
currency of the country in surplus to appreciate while a deficit will cause currency
depreciation. Exchange rate changes will result in immediate adjustments in the prices of
traded goods as well as in the demand for imports and exports. These changes will immediately
correct the trade imbalance.”McFadden next addresses the influence of monetary and fiscal
policy on exchange rates:“Countries also exert significant influence on exchange rates through
both the initial mix of their fiscal and monetary policies, and also by subsequent adjustments
to those policies. Various models have been developed to identify how these policies affect
exchange rates. The Mundell-Fleming model addresses how changes in both fiscal and monetary
policies affect interest rates and ultimately exchange rates in the short-term.”McFadden
describes monetary models by stating:Statement 3:“Monetary models of exchange rate
determination focus on the effects of inflation, price level changes, and risk premium
adjustments.”McFadden continues her discussion:“So far, we've touched on balance of payments
and monetary policy. The portfolio-balance model addresses the impacts of sustained fiscal
policy on exchange rates. I must take a client call, but will return shortly. In the meantime,
here is some relevant literature on the models I mentioned along with a couple of questions for
you to consider:Question 1:Assume an emerging market (EM) country has restrictive monetary and
fiscal policies under low capital mobility conditions. Are these policies likely to lead to
currency appreciation, currency depreciation, or to have no impact?Question 2:Assume a
developed market (DM) country has an expansive fiscal policy under high capital mobility
conditions. Why is its currency most likely to depreciate in the long-run under an integrated
Mundell-Fleming and portfolio-balance approach?”Upon her return, Wagener and McFadden review
the questions. McFadden notes that capital flows can have a significant impact on exchange
rates and have contributed to currency crises in both EM and DM countries. She explains that
central banks, like the Reserve Bank of New Zealand, use FX market intervention as a tool to
manage exchange rates. McFadden states:Statement 4:“Some studies have found that EM central
banks tend to be more effective in using exchange rate intervention than DM central banks,
primarily because of one important factor.”McFadden continues her discussion:Statement 5:“I
mentioned that capital inflows could cause a currency crisis, leaving fund managers with
significant losses. In the period leading up to a currency crisis, I would predict that an
affected country's:Prediction 1: foreign exchange reserves will increase.Prediction 2: broad
money growth in nominal and real terms will increase.Prediction 3: real exchange rate will be
substantially higher than its mean level during tranquil periods.After the interview, McFadden
agrees to meet the following week to discuss more recent events on the New Zealand dollar.
 ",,"In Statement 2, McFadden is most likely failing to consider the:",,"{'A': ""initial gap between the country's imports and exports"", 'B': ""price elasticity of export demand versus import demand."", 'C': ""lag in the response of import and export demand to price changes.""}",C,"McFadden states that exchange rates will immediately correct the trade imbalance.
She is describing the Flow Supply/Demand Channel, which assumes that trade imbalances will be
corrected as the deficit country's currency depreciates, causing its exports to become more
competitive and its imports to become more expensive. Studies indicate that there can be long
lags between exchange rate changes, changes in the prices of traded goods and changes in the
trade balance. In the short-run, exchange rates tend to be more responsive to investment and
financing decisions.",Knowledge Reasoning QA,text only,Hard,"Exchange Rate Dynamics, Trade Balance Adjustments, Price Elasticity",Economics,Economics,,,,1,1,<class 'str'>
3072,51,,,"Which of the following statements is not an advantage of spectral risk measures over
expected shortfall? Spectral risk measures:",,"{'A': ""consider a manager's aversion to risk"", 'B': ""are a special case of expected shortfall measures."", 'C': ""have the ability to modify the risk measure to reflect an investor's specific risk aversion"", 'D': ""have better smoothness properties when weighting observations.""}",B,"Spectral risk measures consider aversion to risk and offer better smoothness
properties. Expected shortfall is a special case of spectral risk measures.",Knowledge Reasoning QA,text only,Easy,"Spectral Risk Measures, Expected Shortfall, Risk Aversion",Market Risk Measurement and Management,Market Risk Measurement and Management1,,,,,1,<class 'str'>
3291,24,,,"Asset-liability committee (ALCO), meets regularly to manage the financial firm's interest
rate risk and other risk exposure, and estimates the firm's risk exposure. As a member of ALCO,
Jason finds that the bank has negative interest-sensitive gap, which of the following
statements is correct?",,"{'A': ""The bank is asset sensitive."", 'B': ""If interest rates rise', bank's net interest margin will decrease"", 'C': ""If interest rates rise, bank's net interest margin will increase"", 'D': ""The Interest Sensitivity Ratio (ISR) is more than 1.""}",B,"Interest-sensitive gap = Interest-sensitive assets - Interest-sensitive liabilities. 

A gap less than 0 indicates that interest-sensitive liabilities exceed interest-sensitive assets, making the bank liability-sensitive. When interest rates rise, the interest expenses on the liability side increase more than the interest income on the asset side, resulting in a decline in the bank's net interest margin. When there is a negative interest rate gap, the interest-sensitive ratio is less than 1.",Knowledge Reasoning QA,text only,Hard,"Interest Rate Risk Management, Asset-Liability Management, Net Interest Margin",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2,,,,1,1,<class 'str'>
3295,28,,,"A credit analyst is evaluating the liquidity of a small regional bank while preparing a
report for a credit committee meeting. With quarterly financial statements, the analyst
calculates some relevant liquidity indicators over the past three years. Which of the following
trends over this period should the analyst be most concerned about in the credit risk report?",,"{'A': ""The bank’s average net federal funds and repurchase agreements position has been increasing."", 'B': ""The bank's capacity ratio has been increasing"", 'C': ""The bank's pledged securities ratio has been decreasing"", 'D': ""The bank's loan commitments ratio has been decreasing""}",B," Capacity ratio is the ratio of net loans and leases to total assets,
so liquidity decreases when net loans and leases increase relative to total assets, because
they are often illiquid. A is incorrect. Liquidity increases when overnight loans increase
relative to overnight borrowing. C is incorrect. Liquidity increases when fewer securities are
pledged/unavailable to sell relative to total securities. D is incorrect. Liquidity increases
when loan commitments decreases relative to total assets",Knowledge Reasoning QA,text only,Hard,"Liquidity Risk, Credit Risk, Financial Ratios",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2,,,,1,1,<class 'str'>
3299,32,,,"Covered interest parity has been systematically violated since the Great Financial Crisis.
Severe interpretations are available towards these puzzling and consistent phenomena. Which of
the following is NOT the possible reason led to the violation of CIP?",,"{'A': ""Banks' business model be doomed to use currency derivatives', such as FX swap', to hedge the\nmismatch of currencies"", 'B': ""This circumstance reflects that CIP may be an incorrect theory', more research needs to be\ndone to verify the effectiveness of CIP."", 'C': ""Structural changes in pricing market', credit', counterparty and liquidity risks post-crisis\nhas tightened the limits to arbitrage."", 'D': ""Activities on foreign currency market of institutional investors and non-financial""}",B,"CIP is the closest thing to a physical law in international finance. When violation
happens, it doesn't mean CIP is incorrect, and two hypotheses are used to explain the
violation: the increasing demand for currency hedges and arbitrage limits",Knowledge Reasoning QA,text only,Hard,"Covered Interest Parity, Arbitrage, Financial Crises",Liquidity and Treasury Risk Measurement,Liquidity and Treasury Risk Measurement and Man2,,,,1,1,<class 'str'>
